490261896,16,102154
490261891,16,214571
490261922,16,113225
490261926,16,49376
490261932,16,38806
490261939,16,46975
490261952,16,68875
490261967,16,62842
490261971,16,138921
490261973,16,194271
490261982,16,37363
490261988,16,79328
490261984,17,67421
490262000,16,60053
490262009,16,150124
490262017,16,276535
490262015,16,82615
490262037,16,130577
490262043,16,77592
490262031,17,267227
490262058,16,101528
490262061,16,69958
490262067,16,87868
490262071,16,86955
490262056,16,65550
490262064,16,84209
490262065,16,162977
490262084,16,82721
490262081,16,51225
490262086,16,100142
490262094,16,129049
490262100,16,47859
490262109,16,139688
490262117,16,75690
490262110,16,48103
490262130,16,68572
490262131,16,81965
490262145,16,56513
490262149,16,56056
490262167,16,55892
490262170,16,47842
490262185,16,144328
490262204,0,98098098
490262234,16,106341
490262246,16,178970
490262286,16,102132
490262312,17,226202
490262334,16,97227
490262358,16,134956
490262374,16,148759
490262407,16,74574
490262425,16,58553
490262449,16,179559
490262476,16,89085
490262499,16,105237
490262522,16,60290
490262548,16,93162
490262566,16,121475
490262586,16,133695
490262606,16,125725
490262642,2,96096096
490262657,16,145062
490262675,2,96096096
490262700,16,78798
490262732,16,114944
490262752,16,159909
490262773,16,56117
490262804,16,38761
490262825,16,51604
490262862,16,130538
490262884,16,118271
490262895,16,130988
490262917,17,99916
490262926,16,43858
490262940,16,48185
490262963,16,82164
490262975,16,70167
490262987,16,68572
490262984,16,131532
490263003,17,94938
490263005,16,95102
490263001,16,107290
490263008,16,190162
490263018,16,145439
490263014,16,128110
490263016,16,33782
490263021,16,79367
490263032,16,76465
490263026,16,100880
490263037,16,77592
490263035,16,64710
490263036,16,81973
490263030,16,73549
490263041,16,52607
490263048,16,45935
490263057,17,68413
490263044,16,62574
490263060,16,136250
490263067,16,113363
490263073,16,184570
490263065,16,308160
490263077,16,444847
490263084,16,90075
490263071,16,72422
490263086,16,40385
490263102,17,98225
490263101,16,65875
490263107,17,82615
490263103,16,99015
490263116,16,101348
490263111,16,77619
490263118,16,67355
490263106,16,144683
490263127,16,244179
490263129,16,160158
490263137,16,80140
490263131,16,60880
490263143,16,57340
490263138,16,129800
490263140,16,109900
490263136,17,127523
490263146,16,104557
490263157,16,42640
490263154,16,89722
490263156,16,98450
490263168,16,63278
490263170,16,86955
490263182,16,75337
490263188,16,102042
490263183,16,95405
490263180,16,83262
490263197,16,111349
490263195,16,92248
490263203,16,42791
490263200,16,294583
490263201,2,99099099
490263218,17,223256
490263227,16,48575
490263224,2,99099099
490263229,16,91070
490263237,16,104995
490263233,16,180240
490263235,2,99099099
490263240,16,83138
490263249,16,345412
490263246,2,96096096
490263250,16,78978
490263258,16,73595
490263260,16,96145
490263262,16,144176
490263263,16,38613
490263256,16,151808
490263265,16,475658
490263270,16,345100
490263275,16,246580
490263276,16,116428
490263292,16,88692
490263293,16,98416
490263301,17,96838
490263307,17,96145
490263309,16,215690
490263310,17,89836
490263321,16,76616
490263327,16,122692
490263329,16,95095
490263332,17,108035
490263326,17,102447
490263339,16,109162
490263341,16,94882
490263349,16,128227
490263353,16,98918
490263358,16,178527
490263360,17,101528
490263366,16,104695
490263375,16,55380
490263382,16,79645
490263381,16,104995
490263370,16,134475
490263371,16,146972
490263390,16,74210
490263397,16,81797
490263398,16,55042
490263407,16,135567
490263408,16,116833
490263413,16,62755
490263418,16,72698
490263420,16,190162
490263424,16,92897
490263425,16,67528
490263427,16,99633
490263430,16,123430
490263431,16,105597
490263438,17,96145
490263447,16,91815
490263449,16,266381
490263451,16,54929
490263457,16,84823
490263458,16,148060
490263456,16,101438
490263463,16,190088
490263467,16,69428
490263469,16,59372
490263466,16,57618
490263482,16,100745
490263485,16,56168
490263481,16,64743
490263492,16,101438
490263488,16,115400
490263493,2,96096096
490263502,16,173040
490263506,16,124765
490263509,16,74632
490263494,16,96630
490263516,16,97800
490263522,16,75765
490263523,16,138371
490263520,17,81055
490263525,17,101393
490263535,16,90772
490263542,16,100998
490263528,2,96096096
490263546,16,313063
490263531,16,145901
490263553,16,203820
490263557,16,100835
490263562,17,96838
490263564,16,126852
490263573,16,171258
490263576,16,74361
490263583,16,135782
490263581,16,128210
490263589,16,61892
490263592,16,183796
490263597,17,79007
490263595,16,137255
490263604,16,192765
490263613,16,121385
490263615,16,71661
490263632,16,99318
490263631,17,88359
490263641,16,100727
490263648,16,37498
490263654,16,63222
490263667,16,95327
490263659,17,108890
490263678,16,258842
490263694,16,101528
490263690,16,58335
490263712,16,65238
490263716,16,762977
490263719,16,62545
490263728,16,92976
490263732,16,123684
490263739,16,67095
490263741,16,41951
490263752,16,188515
490263754,16,101438
490263749,16,270655
490263758,16,106337
490263763,16,102132
490263764,16,66998
490263767,16,168062
490263760,16,54175
490263768,16,229625
490263778,16,106895
490263779,16,46145
490263780,16,59783
490263788,16,70454
490263785,16,72732
490263775,16,122826
490263798,16,195680
490263799,16,189195
490263800,17,87711
490263801,17,82947
490263807,16,79948
490263794,16,75900
490263814,16,87260
490263818,17,138098
490263816,16,81606
490263819,16,63882
490263828,16,79665
490263832,16,70815
490263830,16,122516
490263842,16,72908
490263834,17,140178
490263841,17,124726
490263835,16,63273
490263847,16,96928
490263845,17,88449
490263836,16,62203
490263848,16,61778
490263859,16,106202
490263862,17,59974
490263851,16,150788
490263872,16,123725
490263865,16,144548
490263878,16,220868
490263882,16,60633
490263879,17,57117
490263888,16,100294
490263881,16,130315
490263891,17,59281
490263893,17,63954
490263895,17,56846
490263903,17,59452
490263898,16,56248
490263899,16,124467
490263913,16,181288
490263914,16,189953
490263915,2,99099099
490263909,16,66079
490263911,16,92328
490263920,16,102915
490263924,16,91770
490263933,17,66711
490263937,16,149048
490263929,16,136915
490263943,16,55520
490263949,16,57122
490263951,17,132302
490263958,16,111242
490263966,16,62309
490263954,16,62805
490263973,16,100259
490263980,17,76763
490263985,16,82722
490263990,16,89587
490263991,16,97829
490263994,16,60065
490264007,16,69960
490264013,16,191497
490264019,16,80878
490264022,16,107075
490264016,16,644140
490264009,16,96651
490264028,16,55555
490264030,16,155693
490264033,16,73380
490264039,16,246230
490264031,16,85788
490264036,16,60233
490264053,16,58158
490264050,2,99099099
490264063,17,69058
490264064,16,290642
490264058,16,76019
490264060,16,51225
490264074,16,40897
490264069,16,118002
490264078,16,103428
490264082,16,72037
490264087,16,126672
490264079,16,95192
490264083,16,116252
490264080,17,81780
490264085,16,148618
490264088,16,64918
490264089,16,79840
490264090,16,73454
490264095,17,74902
490264102,16,69085
490264108,17,96973
490264113,16,90428
490264110,16,61147
490264117,16,89605
490264122,16,109584
490264119,16,187173
490264116,17,74722
490264120,17,100609
490264138,16,103382
490264139,16,130319
490264141,16,179430
490264144,16,105722
490264148,16,106589
490264130,16,65577
490264131,16,93354
490264153,16,54348
490264157,16,110548
490264154,16,88518
490264155,16,95102
490264159,16,76635
490264168,16,74688
490264163,16,76898
490264164,17,32993
490264171,16,58706
490264178,16,93022
490264182,16,282775
490264181,16,78487
490264188,16,190595
490264198,2,99099099
490264199,16,79672
490264195,2,99099099
490264205,16,110368
490264207,16,59523
490264212,17,66153
490264208,17,88200
490264209,16,101438
490264217,16,105598
490264210,16,152470
490264227,16,141425
490264228,16,46715
490264225,16,52397
490264226,16,91146
490264229,16,85395
490264232,16,71547
490264234,16,79041
490264242,16,153313
490264230,16,222255
490264246,16,128155
490264239,16,55075
490264252,16,204555
490264257,16,128588
490264240,16,254868
490264255,16,85528
490264263,16,93794
490264260,17,244771
490264261,16,58335
490264274,17,65640
490264284,16,109154
490264281,16,95192
490264286,17,86612
490264290,16,110694
490264302,17,92248
490264315,16,94925
490264308,16,55194
490264319,16,166045
490264306,16,191035
490264322,16,310990
490264310,16,282053
490264327,16,82272
490264328,16,694068
490264329,16,372822
490264335,2,99099099
490264348,17,74029
490264343,16,90626
490264341,17,54597
490264344,16,199695
490264357,16,199695
490264359,17,127003
490264366,16,148403
490264379,16,135528
490264381,16,244282
490264370,16,122518
490264382,16,101483
490264387,17,99792
490264374,16,124078
490264376,16,194789
490264395,16,100998
490264402,16,239245
490264408,16,78105
490264410,16,114233
490264411,16,82795
490264405,17,182708
490264417,16,57122
490264424,16,74080
490264426,16,1057295
490264419,16,2286435
490264433,17,81575
490264440,17,81662
490264444,16,74378
490264446,16,68218
490264454,16,98450
490264468,16,60758
490264460,16,121645
490264477,16,150276
490264482,16,117533
490264492,16,78105
490264500,16,101265
490264495,16,203425
490264512,16,173508
490264522,16,97188
490264528,16,116187
490264536,16,116857
490264524,16,150788
490264548,16,110632
490264545,16,87087
490264555,16,112955
490264567,16,102915
490264560,16,93890
490264561,16,91815
490264566,16,201345
490264577,16,124141
490264582,16,79672
490264579,17,90255
490264580,16,139380
490264585,16,65448
490264586,16,281408
490264587,16,95632
490264593,16,105998
490264576,2,96096096
490264589,16,378705
490264603,16,85568
490264604,17,93202
490264607,16,145062
490264613,16,176462
490264614,16,131572
490264609,16,93033
490264610,16,102222
490264615,16,196485
490264616,16,92886
490264618,16,106363
490264621,16,146455
490264623,16,190342
490264628,16,89898
490264624,16,93794
490264632,16,69698
490264633,16,94240
490264634,16,77242
490264638,17,78178
490264640,16,73422
490264636,17,111723
490264630,17,96838
490264631,16,92335
490264648,16,220735
490264650,16,101782
490264651,16,118594
490264655,16,192332
490264662,17,86042
490264658,16,108728
490264667,16,102915
490264664,16,104042
490264665,16,257038
490264666,16,80365
490264670,16,101348
490264672,16,92971
490264660,16,111202
490264674,16,101077
490264661,16,81058
490264676,17,223210
490264679,16,85981
490264683,16,93282
490264687,16,132405
490264681,16,129445
490264698,16,126852
490264689,16,126115
490264701,16,123818
490264691,16,100222
490264694,16,133329
490264704,16,78105
490264705,16,126942
490264707,16,144420
490264708,16,120605
490264712,16,97882
490264713,16,96845
490264709,16,91285
490264717,16,89982
490264722,0,98098098
490264719,16,60262
490264723,16,106038
490264721,16,90316
490264724,16,79845
490264725,17,54156
490264728,16,335522
490264732,16,139738
490264737,16,107848
490264733,16,86262
490264735,16,95022
490264742,16,202295
490264741,16,252775
490264730,16,101962
490264746,16,72732
490264747,16,105598
490264752,16,80365
490264758,16,91115
490264759,2,99099099
490264756,16,67883
490264762,16,109072
490264750,16,422925
490264760,16,117832
490264751,16,95406
490264767,16,253594
490264769,16,88865
490264766,16,81296
490264770,16,235955
490264774,16,105057
490264775,16,141418
490264788,16,99448
490264789,16,146628
490264791,16,167386
490264797,16,104128
490264798,16,201435
490264795,16,190252
490264784,16,292675
490264802,2,99099099
490264803,16,92272
490264807,16,110195
490264804,2,99099099
490264810,16,99612
490264812,16,170226
490264785,16,135376
490264805,17,110211
490264815,16,106038
490264786,16,145286
490264816,16,66142
490264806,16,68745
490264819,16,149228
490264820,16,180965
490264828,16,283782
490264825,16,92249
490264829,16,196322
490264830,16,197275
490264834,16,69265
490264839,16,189215
